NAME,INCHKEY,SMILES,Experimental Retention Time,XGBOOST,RANDOM FOREST,BRNN,LIGHTGBM,KERAS,,XGBOOST,BRNN,RANDOM FOREST,LIGHTGBM,KERAS
Halometasone,GGXMRPUKBWXVHE-MIHLVHIWSA-N,CC1CC2C3CC(C4=CC(=O)C(=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C)Cl)F,1.12,1.21,1.33,0.95,1.31,0.73,,0.09,0.21,0.17,0.19,0.39
Haloperidol,LNEPOXFFQSENCJ-UHFFFAOYSA-N,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,2.31,2.37,2.47,1.95,2.45,2.31,,0.06,0.17,0.35,0.14,0.00
HexamethyleneÂ bisacetamide,BNQSTAOJRULKNX-UHFFFAOYSA-N,CC(=O)NCCCCCCNC(=O)C,1.50,1.19,1.90,2.82,1.12,1.65,,0.31,0.40,1.32,0.39,0.15
Hexanoic acid,FUZZWVXGSFPDMH-UHFFFAOYSA-N,CCCCCC(=O)O,4.89,5.25,4.88,3.82,5.11,4.58,,0.36,0.01,1.07,0.23,0.31
Histamine-trifluoromethyltoluide,PMKJGGBYYNEYPA-UHFFFAOYSA-N,CC(CCCCC(=O)NC1=CC=C(C=C1)C(F)(F)F)NCCC2=CN=CN2,5.30,4.89,4.61,5.47,5.14,5.55,,0.41,0.69,0.17,0.16,0.24
Homoarginine,QUOGESRFPZDMMT-YFKPBYRVSA-N,C(CCN=C(N)N)CC(C(=O)O)N,9.34,9.40,9.24,9.13,9.53,9.40,,0.06,0.10,0.20,0.19,0.06
Homocysteine,FFFHZYDWPBMWHY-VKHMYHEASA-N,C(CS)C(C(=O)O)N,9.58,8.03,8.61,7.03,8.14,7.57,,1.55,0.97,2.56,1.44,2.02
Homocystine,ZTVZLYBCZNMWCF-WDSKDSINSA-N,C(CSSCCC(C(=O)O)N)C(C(=O)O)N,9.58,9.49,9.39,9.42,9.53,9.53,,0.09,0.19,0.16,0.05,0.05
Homoharringtonine,HYFHYPWGAURHIV-JFIAXGOJSA-N,CC(C)(CCCC(CC(=O)OC)(C(=O)OC1C2C3=CC4=C(C=C3CCN5C2(CCC5)C=C1OC)OCO4)O)O,3.24,3.34,3.42,2.28,3.29,2.05,,0.10,0.18,0.96,0.06,1.19
Homoserine,UKAUYVFTDYCKQA-VKHMYHEASA-N,C(CO)C(C(=O)O)N,8.29,7.95,8.26,8.07,7.81,8.22,,0.34,0.03,0.22,0.49,0.08
Homoveratrylamine,ANOUKFYBOAKOIR-UHFFFAOYSA-N,COC1=C(C=C(C=C1)CCN)OC,4.78,4.68,4.68,3.95,4.66,4.25,,0.10,0.11,0.84,0.12,0.53
Huperzine,ZRJBHWIHUMBLCN-ZUZCIYMTSA-N,CC=C1C2CC3=C(C1(CC(=C2)C)N)C=CC(=O)N3,5.74,5.13,5.22,4.58,4.84,5.23,,0.61,0.52,1.16,0.90,0.51
Hydrocinnamic acid,XMIIGOLPHOKFCH-UHFFFAOYSA-N,C1=CC=C(C=C1)CCC(=O)O,8.71,7.41,6.54,2.99,7.48,4.71,,1.30,2.17,5.72,1.23,4.00
Hydromorphone,WVLOADHCBXTIJK-YNHQPCIGSA-N,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(=O)CC4,5.22,4.72,4.85,3.85,4.86,4.31,,0.50,0.38,1.38,0.36,0.91
Hydroxyproline,PMMYEEVYMWASQN-DMTCNVIQSA-N,C1C(CNC1C(=O)O)O,8.14,8.10,7.71,7.74,7.97,7.92,,0.04,0.43,0.41,0.17,0.22
Hyperoside,OVSQVDMCBVZWGM-DTGCRPNFSA-N,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O,5.58,5.38,5.55,5.60,5.08,6.11,,0.20,0.03,0.02,0.50,0.54
Icarin,TZJALUIVHRYQQB-XLRXWWTNSA-N,CC1C(C(C(C(O1)OC2=C(OC3=C(C2=O)C(=CC(=C3CC=C(C)C)OC4C(C(C(C(O4)CO)O)O)O)O)C5=CC=C(C=C5)OC)O)O)O,4.74,4.36,4.59,3.08,4.48,3.96,,0.38,0.15,1.66,0.26,0.78
Idarubicin,XDXDZDZNSLXDNA-TZNDIEGXSA-N,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O,5.42,5.52,5.36,6.17,5.44,5.57,,0.10,0.06,0.75,0.01,0.15
Idebenone,JGPMMRGNQUBGND-UHFFFAOYSA-N,CC1=C(C(=O)C(=C(C1=O)OC)OC)CCCCCCCCCCO,0.96,1.03,1.10,2.35,1.07,1.65,,0.07,0.13,1.38,0.10,0.68
Ifenprodil,UYNVMODNBIQBMV-UHFFFAOYSA-N,CC(C(C1=CC=C(C=C1)O)O)N2CCC(CC2)CC3=CC=CC=C3,3.17,2.98,2.97,2.59,3.07,2.99,,0.19,0.20,0.59,0.10,0.19
Imatinib,KTUFNOKKBVMGRW-UHFFFAOYSA-N,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,5.36,4.58,4.86,2.89,4.80,4.76,,0.78,0.50,2.47,0.56,0.61
Imidazole,RAXXELZNTBOGNW-UHFFFAOYSA-N,C1=CN=CN1,4.53,4.64,4.49,3.86,4.47,4.95,,0.11,0.03,0.66,0.06,0.42
Indarubicin,CRDNMYFJWFXOCH-BUHFOSPRSA-N,C1=CC=C2C(=C1)C(=C3C(=O)C4=CC=CC=C4N3)C(=O)N2,1.07,1.07,1.20,1.13,1.02,0.81,,0.00,0.13,0.06,0.05,0.26
Indatraline,SVFXPTLYMIXFRX-XJKSGUPXSA-N,CNC1CC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,2.88,2.71,2.85,2.58,2.71,2.75,,0.17,0.04,0.30,0.17,0.14
Indinavir,CBVCZFGXHXORBI-PXQQMZJSSA-N,CC(C)(C)NC(=O)C1CN(CCN1CC(CC(CC2=CC=CC=C2)C(=O)NC3C(CC4=CC=CC=C34)O)O)CC5=CN=CC=C5,2.17,2.45,2.45,2.95,2.30,2.11,,0.28,0.28,0.78,0.13,0.06
Indole-3-acetamide,ZOAMBXDOGPRZLP-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=CN2)CC(=O)N,1.36,1.46,1.59,2.19,1.24,2.07,,0.10,0.23,0.83,0.12,0.71
Indole-3-carbinol,IVYPNXXAYMYVSP-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=CN2)CO,1.24,2.14,1.63,2.64,1.70,2.98,,0.90,0.39,1.39,0.46,1.74
Indole-3-carboxaldehyde,OLNJUISKUQQNIM-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=CN2)C=O,1.16,1.39,1.37,2.26,1.53,2.72,,0.23,0.21,1.10,0.37,1.56
Indole-3-carboxylic acid,KMAKOBLIOCQGJP-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=CN2)C(=O)O,1.41,2.00,1.84,2.65,2.20,2.76,,0.59,0.44,1.25,0.79,1.35
Indole-3-pyruvic acid,RSTKLPZEZYGQPY-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=CN2)CC(=O)C(=O)O,5.11,3.60,3.96,1.85,3.29,2.44,,1.51,1.15,3.26,1.81,2.67
Indolelactic acid,XGILAAMKEQUXLS-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)O,2.25,2.68,2.41,3.25,2.41,3.14,,0.43,0.16,1.00,0.16,0.88
Indomethacin,CGIGDMFJXJATDK-UHFFFAOYSA-N,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,1.08,1.19,1.11,1.14,1.15,1.12,,0.11,0.03,0.06,0.07,0.04
Inosine-5'-monophosphate,GRSZFWQUAKGDAV-KQYNXXCUSA-N,C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O,9.15,9.20,9.00,8.69,9.15,9.50,,0.05,0.16,0.46,0.00,0.34
Inosine,UGQMRVRMYYASKQ-KQYNXXCUSA-N,C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)CO)O)O,6.19,5.73,5.89,4.78,6.01,5.15,,0.46,0.30,1.42,0.18,1.04
Ipidacrine,YLUSMKAJIQOXPV-UHFFFAOYSA-N,C1CCC2=C(C1)C(=C3CCCC3=N2)N,3.33,3.70,3.61,3.69,3.98,4.16,,0.37,0.28,0.36,0.65,0.84
Ipriflavone,SFBODOKJTYAUCM-UHFFFAOYSA-N,CC(C)OC1=CC2=C(C=C1)C(=O)C(=CO2)C3=CC=CC=C3,0.94,0.85,0.99,1.51,1.25,2.11,,0.09,0.05,0.57,0.32,1.17
Irbesartan,YOSHYTLCDANDAN-UHFFFAOYSA-N,CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,1.16,1.62,1.54,0.86,1.16,1.53,,0.46,0.38,0.31,0.00,0.37
Irinotecan,UWKQSNNFCGGAFS-XIFFEERXSA-N,CCC1=C2C=C(C=CC2=NC3=C1CN4C3=CC5=C(C4=O)COC(=O)C5(CC)O)OC(=O)N6CCC(CC6)N7CCCCC7,5.03,4.60,4.48,4.01,4.64,4.50,,0.43,0.55,1.02,0.40,0.54
Irsogladine,ATCGGEJZONJOCL-UHFFFAOYSA-N,C1=CC(=C(C=C1Cl)C2=NC(=NC(=N2)N)N)Cl,1.25,1.59,1.70,1.94,1.82,1.62,,0.34,0.45,0.69,0.57,0.37
Isobutylamine,KDSNLYIMUZNERS-UHFFFAOYSA-N,CC(C)CN,5.04,5.13,4.93,4.79,4.65,4.61,,0.09,0.10,0.25,0.39,0.43
Isobutyric acid,KQNPFQTWMSNSAP-UHFFFAOYSA-N,CC(C)C(=O)O,1.77,3.13,2.97,3.45,3.33,3.31,,1.36,1.20,1.68,1.56,1.54
Isoleucine,AGPKZVBTJJNPAG-WHFBIAKZSA-N,CCC(C)C(C(=O)[O-])[NH3+],7.18,7.22,7.03,6.22,7.13,6.79,,0.04,0.14,0.96,0.04,0.39
Isopentenyladenine,HYVABZIGRDEKCD-UHFFFAOYSA-N,CC(=CCNC1=NC=NC2=C1NC=N2)C,1.81,1.65,1.78,2.38,1.54,2.58,,0.16,0.02,0.57,0.27,0.77
Isoquercetrin,OVSQVDMCBVZWGM-QSOFNFLRSA-N,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O,5.61,5.38,5.55,5.60,5.08,6.11,,0.23,0.06,0.02,0.54,0.50
Isorhamnetin-3-O-rutinoside,UIDGLYUNOUKLBM-GEBJFKNCSA-N,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)OC)O)O)O)O)O)O,6.02,5.84,5.91,6.47,6.08,6.07,,0.18,0.10,0.45,0.06,0.05
Isoxanthopterin,GLKCOBIIZKYKFN-UHFFFAOYSA-N,C1=NC2=C(NC1=O)NC(=NC2=O)N,6.41,5.33,5.43,5.41,5.90,6.14,,1.08,0.98,1.00,0.51,0.27
Isradipine,HMJIYCCIJYRONP-UHFFFAOYSA-N,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC,0.95,0.89,1.01,0.88,0.99,0.90,,0.06,0.06,0.07,0.05,0.05
Itopride,QQQIECGTIMUVDS-UHFFFAOYSA-N,CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C=C2)OC)OC,3.65,3.07,3.37,3.07,3.39,3.37,,0.58,0.28,0.58,0.27,0.29
Itraconzaole,VHVPQPYKVGDNFY-UHFFFAOYSA-N,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,0.97,0.80,1.28,0.55,0.83,0.91,,0.17,0.31,0.42,0.14,0.07
Kaempferol-3-O-rutinoside,RTATXGUCZHCSNG-QHWHWDPRSA-N,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O)O)O,6.09,5.83,5.93,6.49,6.10,6.46,,0.26,0.16,0.40,0.01,0.37
Kaempferol,IYRMWMYZSQPJKC-UHFFFAOYSA-N,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,1.40,1.53,1.77,1.74,1.61,1.78,,0.13,0.37,0.34,0.21,0.38
Ketoconazole,XMAYWYJOQHXEEK-OZXSUGGESA-N,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,1.73,1.50,1.73,1.98,1.57,1.55,,0.23,0.00,0.25,0.16,0.19
Ketotifen,ZCVMWBYGMWKGHF-UHFFFAOYSA-N,CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1,2.71,2.77,2.80,1.79,2.87,2.02,,0.06,0.09,0.93,0.15,0.69
Kitasamycin,IEMDOFXTVAPVLX-YWQHLDGFSA-N,CC1CC=CC=CC(C(CC(C(C(C(CC(=O)O1)O)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)OC(=O)CC(C)C)(C)O)N(C)C)O)CC=O)C)O,2.04,2.46,2.53,2.38,2.13,2.12,,0.42,0.50,0.35,0.09,0.09
Kynurenic acid,HCZHHEIFKROPDY-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O,6.15,4.04,4.31,1.86,3.84,3.05,,2.11,1.84,4.29,2.30,3.10
"L-694,247",HKXMQLISPYELRD-UHFFFAOYSA-N,CS(=O)(=O)NC1=CC=C(C=C1)CC2=NOC(=N2)C3=CC4=C(C=C3)NC=C4CCN,5.25,4.84,4.78,5.35,4.80,5.81,,0.41,0.47,0.10,0.45,0.56
Lacidipine,GKQPCPXONLDCMU-CCEZHUSRSA-N,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2C=CC(=O)OC(C)(C)C)C(=O)OCC)C)C,0.94,0.72,0.99,0.82,0.68,1.10,,0.22,0.05,0.12,0.26,0.15
Lactamide,SXQFCVDSOLSHOQ-UHFFFAOYSA-N,CC(C(=O)N)O,1.74,1.95,2.40,2.55,2.01,2.99,,0.21,0.66,0.80,0.27,1.24
Lactitol,VQHSOMBJVWLPSR-JVCRWLNRSA-N,C(C1C(C(C(C(O1)OC(C(CO)O)C(C(CO)O)O)O)O)O)O,8.99,8.75,8.56,8.35,8.65,9.15,,0.24,0.44,0.65,0.34,0.16
Lamivudine,JTEGQNOMFQHVDC-NKWVEPMBSA-N,C1C(OC(S1)CO)N2C=CC(=NC2=O)N,3.40,3.38,3.47,2.95,3.43,3.28,,0.02,0.07,0.45,0.03,0.13
Lamotrigine,PYZRQGJRPPTADH-UHFFFAOYSA-N,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,1.98,1.99,2.01,2.01,2.15,1.31,,0.01,0.03,0.03,0.17,0.67
Latanoprost,GGXICVAJURFBLW-CEYXHVGTSA-N,CC(C)OC(=O)CCCC=CCC1C(CC(C1CCC(CCC2=CC=CC=C2)O)O)O,1.06,0.98,1.27,1.11,1.18,1.47,,0.08,0.20,0.04,0.12,0.41
Letrozol,HPJKCIUCZWXJDR-UHFFFAOYSA-N,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,0.98,1.31,1.24,1.58,1.12,1.38,,0.33,0.25,0.59,0.14,0.39
Levamisole,HLFSDGLLUJUHTE-SNVBAGLBSA-N,C1CSC2=NC(CN21)C3=CC=CC=C3,2.95,2.79,2.99,2.02,2.60,2.41,,0.16,0.04,0.93,0.35,0.54
Levetiracetam,HPHUVLMMVZITSG-LURJTMIESA-N,CCC(C(=O)N)N1CCCC1=O,1.45,1.53,1.99,2.47,1.60,3.11,,0.08,0.54,1.02,0.15,1.66
Levocetirizine,ZKLPARSLTMPFCP-OAQYLSRUSA-N,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,2.90,3.12,2.94,3.99,3.63,3.66,,0.22,0.04,1.09,0.73,0.76
Levonorgestrel,WWYNJERNGUHSAO-XUDSTZEESA-N,CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,0.99,1.10,1.01,1.16,1.12,1.10,,0.11,0.02,0.17,0.13,0.11
Levosulpiride,BGRJTUBHPOOWDU-NSHDSACASA-N,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC,4.37,4.32,4.43,3.64,4.31,3.60,,0.05,0.06,0.74,0.06,0.77
Lidocaine,NNJVILVZKWQKPM-UHFFFAOYSA-N,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,1.97,2.49,2.31,2.44,2.49,2.54,,0.52,0.33,0.47,0.52,0.57
Linalool,CDOSHBSSFJOMGT-UHFFFAOYSA-N,CC(=CCCC(C)(C=C)O)C,0.97,1.88,2.15,3.39,1.95,3.82,,0.91,1.19,2.42,0.98,2.85
Linezolide,TYZROVQLWOKYKF-ZDUSSCGKSA-N,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,1.15,1.29,1.26,2.48,1.34,1.85,,0.14,0.11,1.33,0.19,0.70
Linopirdine,YEJCDKJIEMIWRQ-UHFFFAOYSA-N,C1=CC=C(C=C1)N2C3=CC=CC=C3C(C2=O)(CC4=CC=NC=C4)CC5=CC=NC=C5,1.17,1.64,1.36,1.54,1.58,2.30,,0.47,0.18,0.37,0.41,1.13
Lipoamide,FCCDDURTIIUXBY-UHFFFAOYSA-N,C1CSSC1CCCCC(=O)N,1.25,1.29,1.95,2.53,1.59,1.31,,0.04,0.70,1.28,0.34,0.06
Liquiritigenin,FURUXTVZLHCCNA-AWEZNQCLSA-N,C1C(OC2=C(C1=O)C=CC(=C2)O)C3=CC=C(C=C3)O,1.30,1.14,1.32,1.68,0.98,1.60,,0.16,0.02,0.38,0.33,0.30
Lobeline A,MXYUKLILVYORSK-HBMCJLEFSA-N,CN1C(CCCC1CC(=O)C2=CC=CC=C2)CC(C3=CC=CC=C3)O,2.02,2.50,2.34,2.74,2.45,2.80,,0.48,0.32,0.72,0.43,0.78
Lofepramine,SAPNXPWPAUFAJU-UHFFFAOYSA-N,CN(CCCN1C2=CC=CC=C2CCC3=CC=CC=C31)CC(=O)C4=CC=C(C=C4)Cl,1.91,1.75,1.96,2.27,1.50,1.88,,0.16,0.05,0.36,0.41,0.04
Lofexidine,KSMAGQUYOIHWFS-UHFFFAOYSA-N,CC(C1=NCCN1)OC2=C(C=CC=C2Cl)Cl,2.65,2.67,2.78,2.00,2.63,2.34,,0.02,0.13,0.65,0.02,0.31
Lomerizine,JQSAYKKFZOSZGJ-UHFFFAOYSA-N,COC1=C(C(=C(C=C1)CN2CCN(CC2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)OC)OC,1.70,1.88,1.90,2.04,1.82,1.83,,0.18,0.20,0.35,0.13,0.14
Lomifylline,XBEDAMVJWVPVDS-UHFFFAOYSA-N,CC(=O)CCCCN1C=NC2=C1C(=O)N(C(=O)N2C)C,1.09,1.44,1.15,1.66,1.41,1.88,,0.35,0.06,0.57,0.33,0.79
Loratadine,JCCNYMKQOSZNPW-UHFFFAOYSA-N,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1,1.11,1.17,1.14,1.71,1.30,1.28,,0.06,0.02,0.59,0.19,0.17
Lorazepam,DIWRORZWFLOCLC-UHFFFAOYSA-N,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,1.33,1.19,1.28,1.00,1.16,1.16,,0.14,0.06,0.33,0.18,0.18
Losartan,PSIFNNKUMBGKDQ-UHFFFAOYSA-N,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl,1.27,1.35,1.60,1.73,1.19,1.29,,0.08,0.33,0.46,0.08,0.02
Loteprednol Etabonate,DMKSVUSAATWOCU-HROMYWEYSA-N,CCOC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)C(=O)OCCl,0.97,0.84,1.10,0.48,0.93,0.92,,0.13,0.12,0.50,0.04,0.06
Loxapine,XJGVXQDUIWGIRW-UHFFFAOYSA-N,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,2.18,2.37,2.31,1.92,2.31,2.17,,0.19,0.13,0.26,0.13,0.00
Loxoprofen,YMBXTVYHTMGZDW-UHFFFAOYSA-N,CC(C1=CC=C(C=C1)CC2CCCC2=O)C(=O)O,1.09,1.17,1.22,1.43,1.28,1.69,,0.08,0.13,0.34,0.19,0.60
Lumazine,UYEUUXMDVNYCAM-UHFFFAOYSA-N,C1=CN=C2C(=N1)C(=O)NC(=O)N2,2.49,2.97,2.89,3.16,2.97,2.94,,0.48,0.41,0.67,0.48,0.46
Lysine,KDXKERNSBIXSRK-YFKPBYRVSA-N,C(CCN)CC(C(=O)O)N,9.54,9.43,9.23,9.48,9.60,9.21,,0.11,0.32,0.06,0.06,0.34
Maltol,XPCTZQVDEJYUGT-UHFFFAOYSA-N,CC1=C(C(=O)C=CO1)O,1.32,1.18,1.72,2.22,1.20,2.91,,0.14,0.40,0.89,0.12,1.59
Maltose,GUBGYTABKSRVRQ-QUYVBRFLSA-N,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,8.75,8.70,8.80,8.37,8.68,9.07,,0.05,0.04,0.39,0.07,0.31
Maprotiline,QSLMDECMDJKHMQ-UHFFFAOYSA-N,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24,2.66,2.98,2.88,3.39,3.01,3.53,,0.32,0.22,0.73,0.35,0.87
Mecillinam,BWWVAEOLVKTZFQ-NTZNESFSSA-N,CC1(C(N2C(S1)C(C2=O)N=CN3CCCCCC3)C(=O)O)C,4.28,4.34,4.42,4.59,4.04,4.25,,0.06,0.13,0.31,0.24,0.03
Medroxyprogesterone,FRQMUZJSZHZSGN-HBNHAYAOSA-N,CC1CC2C(CCC3(C2CCC3(C(=O)C)O)C)C4(C1=CC(=O)CC4)C,1.01,1.04,1.05,1.05,1.11,1.07,,0.03,0.05,0.04,0.10,0.06
Megestrol Acetate,RQZAXGRLVPAYTJ-GQFGMJRRSA-N,CC1=CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C,0.96,0.86,1.02,1.16,0.88,0.94,,0.10,0.06,0.20,0.08,0.02
Melatonin,DRLFMBDRBRZALE-UHFFFAOYSA-N,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,1.24,1.29,1.25,2.33,1.48,1.32,,0.05,0.01,1.09,0.24,0.08
Melperone,DKMFBWQBDIGMHM-UHFFFAOYSA-N,CC1CCN(CC1)CCCC(=O)C2=CC=C(C=C2)F,2.12,2.36,2.41,2.33,2.47,2.93,,0.24,0.29,0.20,0.35,0.80
Mepirizole,RHAXSHUQNIEUEY-UHFFFAOYSA-N,CC1=CC(=NC(=N1)N2C(=CC(=N2)C)OC)OC,1.03,1.07,1.16,1.00,1.30,1.10,,0.04,0.13,0.03,0.27,0.07
Mepivacaine,INWLQCZOYSRPNW-UHFFFAOYSA-N,CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C,2.96,2.85,2.91,2.84,2.72,3.04,,0.11,0.05,0.12,0.24,0.08
Meprobamate,NPPQSCRMBWNHMW-UHFFFAOYSA-N,CCCC(C)(COC(=O)N)COC(=O)N,1.25,2.09,2.37,2.64,2.04,1.62,,0.84,1.12,1.39,0.79,0.37
Mesoridazine,SLVMESMUVMCQIY-UHFFFAOYSA-N,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)C,4.24,3.24,3.64,2.36,3.27,3.27,,1.00,0.60,1.88,0.98,0.97
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CN(C)C(=N)N=C(N)N,5.44,5.39,5.47,5.66,5.43,5.23,,0.05,0.03,0.21,0.01,0.21
Methadone,USSIQXCVUWKGNF-UHFFFAOYSA-N,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,2.00,2.06,2.05,2.37,1.90,2.38,,0.06,0.06,0.38,0.10,0.39
Methaqualone,JEYCTXHKTXCGPB-UHFFFAOYSA-N,CC1=CC=CC=C1N2C(=NC3=CC=CC=C3C2=O)C,1.10,1.16,1.12,1.43,1.44,1.49,,0.06,0.03,0.34,0.35,0.39
Methionine,FFEARJCKVFRZRR-BYPYZUCNSA-N,CSCCC(C(=O)[O-])[NH3+],7.37,7.20,7.22,7.36,7.09,7.58,,0.17,0.14,0.01,0.28,0.21
Methohexital,NZXKDOXHBHYTKP-UHFFFAOYSA-N,CCC#CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C,6.90,3.00,4.75,1.96,2.17,5.60,,3.90,2.15,4.94,4.73,1.29
Methotrexate,FBOZXECLQNJBKD-ZDUSSCGKSA-N,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,7.67,7.77,7.69,7.76,7.85,8.41,,0.10,0.02,0.09,0.18,0.74
Methyl jasmonate,GEWDNTWNSAZUDX-WQMVXFAESA-N,CCC=CCC1C(CCC1=O)CC(=O)OC,1.04,1.00,1.29,1.04,1.05,1.10,,0.04,0.25,0.00,0.01,0.06
Methyl-3-hydroxybutyric acid,VEXDRERIMPLZLU-UHFFFAOYSA-N,CC(C(C)O)C(=O)O,6.22,4.38,4.61,3.25,4.47,4.95,,1.84,1.60,2.97,1.74,1.27
Methylglycinate,KQSSATDQUYCRGS-UHFFFAOYSA-N,COC(=O)CN,5.29,5.63,5.60,5.76,5.29,6.11,,0.34,0.32,0.47,0.00,0.82
Methyltestosterone,GCKMFJBGXUYNAG-HLXURNFRSA-N,CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C)O)C,1.04,1.14,1.06,1.52,1.11,0.72,,0.10,0.02,0.48,0.07,0.32
Methyprylon,SIDLZWOQUZRBRU-UHFFFAOYSA-N,CCC1(C(=O)C(CNC1=O)C)CC,1.18,1.16,1.38,1.95,1.11,2.54,,0.02,0.19,0.76,0.07,1.35
Metronidazole,VAOCPAMSLUNLGC-UHFFFAOYSA-N,CC1=NC=C(N1CCO)[N+](=O)[O-],1.17,1.24,1.82,2.57,1.50,1.57,,0.07,0.65,1.40,0.33,0.40
Mevastatin,AJLFOPYRIVGYMJ-INTXDZFKSA-N,CCC(C)C(=O)OC1CCC=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O,0.99,0.79,1.05,0.81,0.82,0.77,,0.20,0.06,0.18,0.17,0.22
Midazolam,DDLIGBOFAVUZHB-UHFFFAOYSA-N,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F,1.29,1.43,1.41,1.64,1.60,1.05,,0.14,0.12,0.35,0.31,0.24
